curve_ID,response_type,new name,response_type_group,treatment_1_type,treatment_1_group,treatment_2_type,treatment_2_group,experiment_design_notes
422,aerobic_scope,aerobic-scope,metabolic,NA,NA,NA,NA,"An OxyGuard oxygen probe (OxyGuard Handy Polaris 2, portable DO meter, Water Management Technologies, Inc. Baton Rouge, LA, USA) housed outside the swim tunnel was used to measure oxygen concentrations to 0.1 mg/l resolution. Two aerobic metabolic rate measurements were taken during each experiment; 1) routine M⋅ O2 and 2) maximum M⋅ O2. Measuring oxygen consumption immediately prior to experimentation provided routine M⋅ O2 measurements. Routine M⋅ O2 did not incorporate locomotion or digestion, water speeds were at 1 cm/s to recirculate the water, but the fish were not swimming during this measurement. Oxygen consumption measured at Ucrit was designated as the maximum M⋅ O2 measurement (Lee et al. 2003)."
431,metabolic-scope,aerobic-scope,metabolic,Acclimation,cold_acclim,NA,NA,"We quantified the maximum ventilation and metabolic rate of each individual fish at 15 °C, 22 °C, 28 °C, 33 °C, and 36 °C (and 12 °C for ventilation rate only) in a randomised order. We tested maximum ventilation rate by chasing a fish (with a hand net) for a minute to elicit a sustained escape response. Fish were then immediately placed into a transparent petri dish and filmed ventrally for 60 s using a Panasonic Lumix DMC-TZ40 camera at a rate of 100 frames per second. Ventilation rate was then determined by visually counting the number of operculum ventilations over 60 s. Immediately after ventilation rate was filmed, fish were placed in a 133 mL respirometer with a magnetic stirrer that produced a current within the respirometer for the fish to swim against (the current was turned up until fish could just maintain forward movement within the water column) to assess maximum metabolic rate. A PreSens Fibox 4 (POF-L2.5-1) with a polymer optical fiber and oxygen minisensor spots (batch ID—140117-001) was used to measure percentage air saturation (% a.s.) (one measurement/second) within the respirometer over 5 min of testing. After individual fish were tested, they were then placed in an oxygen-saturated recovery bucket where the water temperature changed at a rate of 3 °C/h to bring the fish back to their treatment conditions. Three control (no fish) water samples were taken at each test temperature over 5 min to assess for any oxygen consumption or production within the bottle during testing."
432,metabolic-scope,aerobic-scope,metabolic,Acclimation,warm_acclim,NA,NA,"We quantified the maximum ventilation and metabolic rate of each individual fish at 15 °C, 22 °C, 28 °C, 33 °C, and 36 °C (and 12 °C for ventilation rate only) in a randomised order. We tested maximum ventilation rate by chasing a fish (with a hand net) for a minute to elicit a sustained escape response. Fish were then immediately placed into a transparent petri dish and filmed ventrally for 60 s using a Panasonic Lumix DMC-TZ40 camera at a rate of 100 frames per second. Ventilation rate was then determined by visually counting the number of operculum ventilations over 60 s. Immediately after ventilation rate was filmed, fish were placed in a 133 mL respirometer with a magnetic stirrer that produced a current within the respirometer for the fish to swim against (the current was turned up until fish could just maintain forward movement within the water column) to assess maximum metabolic rate. A PreSens Fibox 4 (POF-L2.5-1) with a polymer optical fiber and oxygen minisensor spots (batch ID—140117-001) was used to measure percentage air saturation (% a.s.) (one measurement/second) within the respirometer over 5 min of testing. After individual fish were tested, they were then placed in an oxygen-saturated recovery bucket where the water temperature changed at a rate of 3 °C/h to bring the fish back to their treatment conditions. Three control (no fish) water samples were taken at each test temperature over 5 min to assess for any oxygen consumption or production within the bottle during testing."
436,aerobic scope,aerobic-scope,metabolic,NA,NA,NA,NA,NA
437,aerobic scope,aerobic-scope,metabolic,NA,NA,NA,NA,NA
440,absolute-aerobic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,NA
443,routine-metabolic-rate,routine-metabolism,metabolic,NA,NA,NA,NA,Routine metabolic rate was assessed prior to burst swimming speed to minimise stress and to reduce error in metabolic rate samples. Fish were placed in darkened (black plastic covered) 350-mL respirometers for 1 h within a water bath set at the daily test temperature prior to the start of testing to allow the fish’s metabolic rates to stabilise. Oxygen consumption was then measured in the following hour using a PreSens Fibox 4 (POF-L2.5-1). A polymer optical fibre and oxygen minisensor spots (batch ID—140117-001) were used to measure the decrease in per cent air saturation within the respirometer. Control measures were taken from respirometers full of sea water (no fish) to detect for any microorganism metabolic activity or oxygen production occurring within the testing water that may affect results. 
445,active-metabolic-rate,maximum-metabolism,metabolic,NA,NA,NA,NA,"The maximum level of oxygen consumption observed after strenuous swimming activity by cod was taken as a measure of their active metabolic rate.   Unfed acclimated fish were chased witha net inside a large tank until they refused to move or to show any further response to the net. They were then transferred to a respirometer, and the peak oxygen consumption measured following the period of heavy exercise.   The rate of oxygen consumption of the cod increased after strenuous activity, reaching a peak generally 2 h later and remained high for maximum of 2-3 h, thereafter declining."
452,maximum-metabolic-rate,maximum-metabolism,metabolic,NA,NA,NA,NA,NA
453,standard-metabolic-rate,resting-metabolism,metabolic,NA,NA,NA,NA,NA
457,mass-adjusted-absolute-aerobic-scope,aerobic-scope,metabolic,Size,small,NA,NA,NA
459,mass-adjusted-maximum-metabolic-rate,maximum-metabolism,metabolic,Size,small,NA,NA,NA
461,mass-adjusted-resting-metabolic-rate,resting-metabolism,metabolic,Size,small,NA,NA,NA
9,gonadosomatic-index,gonadosomatic-index,reproduction,NA,NA,NA,NA,"One month before the start of the experiments, mature females were placed in a 400 l aquarium and maintained under standard conditions (food: ad libitum and temp 30°C). The fish were not fed for two days prior to the start of the experiment and on the last day of the experiment, so that gut contents would not affect true body weights. The experiments were run for 30 days. Individual treatments in the experiment were 18, 20, 23, 25 & 27 °C. Upon termination of the experiments, the fish were sacrificed with an overdose of MS-222 (tricaine methane sulfonate) and were weighed with and without their ovaries. Ovary weight was calculated as the difference between the two weights (this method is preferable for determining the weight of small ovaries). The gonado-somatic index (GSI = gonad weight/bodyweight  100) was calculated for each fish and group averages were calculated for each treatment."
60,proportion-hatched,proportion-hatched,reproduction,Salinity,0.6,NA,NA,"t was possible to distinguish six stages: cleavage(2–64 cell stage), blastula, gastrula, neuralae, segmentation (further embryo growth andorgan development), and hatch (Figure 3). Any embryo that did not develop for sevenconsecutive days was considered to have ceased development.All size measurements were collected from digital photos in ImageJ (Rasband 2018;Schneider et al. 2012). Embryo size was determined from the ﬁrst photograph on collectionday and was measured as the average of two axes of the yolk (the longest and itsperpendicular; see Figure 3(a)). Standard length of the larvae on hatch day was used for hatchsize"
61,proportion-hatched,proportion-hatched,reproduction,Salinity,1.2,NA,NA,"t was possible to distinguish six stages: cleavage(2–64 cell stage), blastula, gastrula, neuralae, segmentation (further embryo growth andorgan development), and hatch (Figure 3). Any embryo that did not develop for sevenconsecutive days was considered to have ceased development.All size measurements were collected from digital photos in ImageJ (Rasband 2018;Schneider et al. 2012). Embryo size was determined from the ﬁrst photograph on collectionday and was measured as the average of two axes of the yolk (the longest and itsperpendicular; see Figure 3(a)). Standard length of the larvae on hatch day was used for hatchsize"
69,gonadosomatic-index,gonadosomatic-index,reproduction,NA,NA,NA,NA,NA
77,gonadosomatic-index,gonadosomatic-index,reproduction,NA,NA,NA,NA,NA
82,proportion-hatched,proportion-hatched,reproduction,NA,NA,NA,NA,NA
175,proportion-hatched,proportion-hatched,reproduction,CO₂/pH,1100,NA,NA,"treated with difference co2 concentrations during egg stage, then grew in different temperatures "
